"SHOW","THIS.WEEK.GROSS...POTENTIAL.GROSS","DIFF..","AVG.TICKET...TOP.TICKET","SEATS.SOLD...SEATS.IN.THEATRE","PERFS.PREVIEWS","X..CAP","DIFF...CAP","WEEK.DATE"
"A Steady Rain",1276106,179643,146.93,8685,8,101.37,0.23,"2009-10-11"
"Superior Donuts",327436,25152,62.62,5229,8,65.49,-21.42,"2009-10-11"
"West Side Story",1117130,120896,94.86,11776,8,86.74,8.17,"2009-10-11"
"Wicked",1552645,82113,107.29,14472,8,100,3.28,"2009-10-11"
"Wishful Drinking",356915,131122,54.52,6546,8,81.5,-18.3,"2009-10-11"
"The 39 Steps",192430,-8641,66.22,2906,8,61.67,-3.91,"2009-10-04"
"After Miss Julie",200782,-2425,44.78,4484,0,75.74,-4.85,"2009-10-04"
"Billy Elliot: The Musical",1393270,-114,122.52,11372,8,100.04,0.01,"2009-10-04"
"Brighton Beach Memoirs",39755,0,29.67,1340,0,54.78,0,"2009-10-04"
"Burn the Floor",354177,-11529,62.82,5638,8,67.5,-5.75,"2009-10-04"
"Bye Bye Birdie",542702,8966,68.08,7971,0,97.11,2.76,"2009-10-04"
"Chicago",532360,-39359,75.54,7047,8,81.56,-5.13,"2009-10-04"
"God of Carnage",970032,102492,110.39,8787,8,101.89,0.5,"2009-10-04"
"Hair",733006,-88111,90.56,8094,8,71.65,-11.07,"2009-10-04"
"In the Heights",640366,-48384,80.32,7973,8,73.01,-5.14,"2009-10-04"
"Jersey Boys",1142846,-4044,115.44,9900,8,101.27,0.08,"2009-10-04"
"The Lion King",1161854,-42388,101.49,11448,8,86.52,-4.5,"2009-10-04"
"Mamma Mia!",914114,-36308,85.12,10739,8,89.61,-5.53,"2009-10-04"
"Mary Poppins",602730,1001,68.95,8742,8,60.81,1.86,"2009-10-04"
"Memphis",395501,100837,42.23,9365,0,79.63,-6.59,"2009-10-04"
"Next to Normal",393100,-6453,73.95,5316,8,86.08,-2.93,"2009-10-04"
"Oleanna",283245,0,54.63,5185,0,82.04,0,"2009-10-04"
"The Phantom of the Opera",768133,-37076,75.4,10187,8,78.85,-2.74,"2009-10-04"
"Rock of Ages",576116,-25260,83.43,6905,8,86.57,-4.35,"2009-10-04"
"Shrek the Musical",511347,-41461,64.24,7960,8,57.41,-5.32,"2009-10-04"
"South Pacific",710499,6741,101.17,7023,8,84.33,0.88,"2009-10-04"
"A Steady Rain",1096463,-57316,126.52,8666,8,101.14,1.06,"2009-10-04"
"Superior Donuts",302284,41143,43.56,6939,5,86.91,6.05,"2009-10-04"
"West Side Story",996234,-16020,93.39,10667,8,78.57,-2.32,"2009-10-04"
"Wicked",1470532,-10588,105.06,13997,8,96.72,-2.69,"2009-10-04"
"Wishful Drinking",225793,-6582,28.17,8016,1,99.8,32.36,"2009-10-04"
"The 39 Steps",201071,17061,65.07,3090,8,65.58,4.88,"2009-09-27"
"After Miss Julie",203207,105116,42.59,4771,0,80.59,-14.33,"2009-09-27"
"Billy Elliot: The Musical",1393384,51151,122.54,11371,8,100.03,0.01,"2009-09-27"
"Burn the Floor",365706,18760,59.78,6118,8,73.25,6.86,"2009-09-27"
"Bye Bye Birdie",533736,-55549,68.92,7744,0,94.35,-2.9,"2009-09-27"
"Chicago",571719,36174,76.33,7490,8,86.69,4.18,"2009-09-27"
"God of Carnage",867540,-106067,113.39,7651,7,101.39,-0.47,"2009-09-27"
"Hair",821117,39383,87.88,9344,8,82.72,1.35,"2009-09-27"
"In the Heights",688750,110804,80.71,8534,8,78.15,11.4,"2009-09-27"
"Jersey Boys",1146890,20881,115.94,9892,8,101.19,-0.04,"2009-09-27"
"The Lion King",1204242,81037,99.99,12044,8,91.02,5.1,"2009-09-27"
"Mamma Mia!",950422,-7823,83.36,11401,8,95.14,1.42,"2009-09-27"
"Mary Poppins",601729,73395,71,8475,8,58.95,5.94,"2009-09-27"
"Memphis",294664,0,38.75,7605,0,86.22,0,"2009-09-27"
"Next to Normal",399553,38589,72.69,5497,8,89.01,0.04,"2009-09-27"
"The Phantom of the Opera",805209,15501,76.38,10542,8,81.59,-3.39,"2009-09-27"
"Rock of Ages",601376,34951,82.93,7252,8,90.92,1.9,"2009-09-27"
"The Royal Family",176953,28395,43.2,4096,0,78.77,8.9,"2009-09-27"
"Shrek the Musical",552808,101534,63.56,8697,8,62.73,9.29,"2009-09-27"
"South Pacific",703758,56792,101.26,6950,8,83.45,3.06,"2009-09-27"
"A Steady Rain",1153779,-14175,134.55,8575,0,100.08,0.06,"2009-09-27"
"Superior Donuts",261141,73903,40.45,6456,0,80.86,-1.33,"2009-09-27"
"West Side Story",1012254,-2022,92.18,10981,8,80.89,2.25,"2009-09-27"
"Wicked",1481120,39437,102.95,14387,8,99.41,1.24,"2009-09-27"
"Wishful Drinking",232375,0,42.9,5417,0,67.44,0,"2009-09-27"
"The 39 Steps",184010,-14138,64.34,2860,8,60.7,-5.03,"2009-09-20"
"After Miss Julie",98091,0,27.93,3512,0,94.92,0,"2009-09-20"
"Billy Elliot: The Musical",1342233,-33320,118.05,11370,8,100.02,0.02,"2009-09-20"
"Burn the Floor",346946,-1526,62.57,5545,8,66.39,3.1,"2009-09-20"
"Bye Bye Birdie",589285,243256,73.83,7982,0,97.25,-2.63,"2009-09-20"
"Chicago",535545,-1346,75.12,7129,8,82.51,-1.23,"2009-09-20"
"God of Carnage",973607,98913,110.84,8784,8,101.86,-0.39,"2009-09-20"
"Hair",781734,-44300,85.05,9192,8,81.37,-4.4,"2009-09-20"
"In the Heights",577946,-10148,79.29,7289,8,66.75,1.04,"2009-09-20"
"Jersey Boys",1126009,-8030,113.78,9896,8,101.23,0.02,"2009-09-20"
"The Lion King",1123205,17607,98.8,11369,8,85.92,0.19,"2009-09-20"
"Mamma Mia!",958245,37448,85.32,11231,8,93.72,2.86,"2009-09-20"
"Mary Poppins",528334,-9729,69.33,7621,8,53.01,-0.58,"2009-09-20"
"Next to Normal",360964,-49681,65.69,5495,8,88.97,1.53,"2009-09-20"
"The Phantom of the Opera",789708,21438,71.93,10979,8,84.98,5.2,"2009-09-20"
"Rock of Ages",566425,11569,79.78,7100,8,89.02,0.53,"2009-09-20"
"The Royal Family",148558,0,40.89,3633,0,69.87,0,"2009-09-20"
"Shrek the Musical",451274,13065,60.91,7409,8,53.44,4.05,"2009-09-20"
"South Pacific",646966,23133,96.63,6695,8,80.39,7.22,"2009-09-20"
"A Steady Rain",1167954,400291,136.28,8570,0,100.02,0.02,"2009-09-20"
"Superior Donuts",187238,0,37.74,4961,0,82.19,0,"2009-09-20"
"West Side Story",1014276,80216,95.01,10676,8,78.64,6.45,"2009-09-20"
"Wicked",1441683,35135,101.48,14207,8,98.17,1.64,"2009-09-20"
"The 39 Steps",198148,-69785,63.98,3097,8,65.73,-14.21,"2009-09-13"
"Avenue Q",477496,-20843,77.39,6170,8,96.89,0.69,"2009-09-13"
"Billy Elliot: The Musical",1375553,-46732,121,11368,8,100,-0.01,"2009-09-13"
"Burn the Floor",348472,-39431,65.92,5286,8,63.29,-5.97,"2009-09-13"
"Bye Bye Birdie",346029,0,67.73,5109,0,99.88,0,"2009-09-13"
"Chicago",536891,-113241,74.21,7235,8,83.74,-7.68,"2009-09-13"
"God of Carnage",874694,0,113.36,7716,7,102.25,0,"2009-09-13"
"Hair",826034,-126174,85.25,9689,8,85.77,-8.47,"2009-09-13"
"In the Heights",588094,-188931,81.96,7175,8,65.71,-12.97,"2009-09-13"
"Jersey Boys",1134039,4931,114.62,9894,8,101.21,-0.05,"2009-09-13"
"The Lion King",1105598,-134133,97.46,11344,8,85.73,-2.13,"2009-09-13"
"Mamma Mia!",920797,-46281,84.56,10889,8,90.86,-2.56,"2009-09-13"
"Mary Poppins",538063,-259675,69.84,7704,8,53.59,-21.32,"2009-09-13"
"Next to Normal",410645,-49227,76.05,5400,8,87.44,-6.68,"2009-09-13"
"The Phantom of the Opera",768270,-46197,74.54,10307,8,79.78,-0.96,"2009-09-13"
"Rock of Ages",554856,-84537,78.61,7058,8,88.49,-7.64,"2009-09-13"
"Shrek the Musical",438209,-355832,63.99,6848,8,49.39,-32.46,"2009-09-13"
"South Pacific",623833,-141291,102.37,6094,8,73.17,-15.82,"2009-09-13"
"A Steady Rain",767663,0,143.35,5355,0,100,0,"2009-09-13"
"West Side Story",934060,-75457,95.3,9801,8,72.19,-7.75,"2009-09-13"
"Wicked",1406548,-143389,100.68,13970,8,96.53,-2.72,"2009-09-13"
"The 39 Steps",267933,19492,71.13,3767,8,79.94,1.29,"2009-09-06"
"9 to 5",689795,110347,64.09,10763,8,83.51,23.26,"2009-09-06"
"Avenue Q",498339,41571,81.35,6126,8,96.2,3.19,"2009-09-06"
"Billy Elliot: The Musical",1422285,23371,125.1,11369,8,100.01,0.03,"2009-09-06"
"Burn the Floor",387903,-16603,66.62,5823,8,69.26,-3.92,"2009-09-06"
"Chicago",650132,64181,82.31,7899,8,91.42,6.48,"2009-09-06"
"Hair",952208,-50831,89.45,10645,8,94.24,-3.33,"2009-09-06"
"In the Heights",777025,79438,90.44,8592,8,78.68,3.63,"2009-09-06"
"Jersey Boys",1129108,-14140,114.06,9899,8,101.26,0.02,"2009-09-06"
"The Lion King",1239731,-111039,106.63,11626,8,87.86,-6.93,"2009-09-06"
"Mamma Mia!",967078,-25001,86.38,11196,8,93.42,0.37,"2009-09-06"
"Mary Poppins",797738,-69693,74.08,10769,8,74.91,-6.79,"2009-09-06"
"Next to Normal",459872,56348,79.11,5813,8,94.12,9.13,"2009-09-06"
"The Phantom of the Opera",814467,-65457,78.07,10432,8,80.74,-4.17,"2009-09-06"
"Rock of Ages",639393,29686,83.4,7667,8,96.13,5.7,"2009-09-06"
"Shrek the Musical",794041,62823,69.97,11348,8,81.85,15.16,"2009-09-06"
"South Pacific",765124,62818,103.24,7411,8,88.99,5.31,"2009-09-06"
"West Side Story",1009517,-55403,93.03,10852,8,79.94,-2.46,"2009-09-06"
"Wicked",1549937,-59090,107.9,14364,8,99.25,-0.75,"2009-09-06"
"The 39 Steps",248441,-466,67.04,3706,8,78.65,-5.26,"2009-08-30"
"9 to 5",579448,-10005,74.62,7765,8,60.25,-1.33,"2009-08-30"
"Avenue Q",456768,2636,77.12,5923,8,93.01,-0.46,"2009-08-30"
"Billy Elliot: The Musical",1398914,-14811,123.08,11366,8,99.98,-0.02,"2009-08-30"
"Burn the Floor",404506,-21802,65.74,6153,8,73.18,-2.5,"2009-08-30"
"Chicago",585951,-69160,79.84,7339,8,84.94,-7.46,"2009-08-30"
"Hair",1003039,-35108,91.01,11021,8,97.57,-0.46,"2009-08-30"
"In the Heights",697587,-84935,85.11,8196,8,75.05,-5.96,"2009-08-30"
"Jersey Boys",1143248,17160,115.51,9897,8,101.24,0.11,"2009-08-30"
"The Lion King",1350770,-93863,107.69,12543,8,94.79,-4.7,"2009-08-30"
"The Little Mermaid",1211660,-1117,99.19,12215,8,100.52,-0.22,"2009-08-30"
"Mamma Mia!",992079,-27808,88.97,11151,8,93.05,-1.02,"2009-08-30"
"Mary Poppins",867431,-85133,73.86,11745,8,81.7,-7.18,"2009-08-30"
"Next to Normal",403524,-52749,76.88,5249,8,84.99,-5.39,"2009-08-30"
"The Phantom of the Opera",879924,-89286,80.2,10971,8,84.91,-7.16,"2009-08-30"
"Rock of Ages",609707,-26730,84.53,7213,8,90.43,-2.99,"2009-08-30"
"Shrek the Musical",731218,-126231,79.08,9246,8,66.69,-9.15,"2009-08-30"
"South Pacific",702306,-79624,100.78,6969,8,83.68,-7.03,"2009-08-30"
"West Side Story",1064920,-88524,95.2,11186,8,82.4,-6.51,"2009-08-30"
"Wicked",1609027,-25816,111.18,14472,8,100,0,"2009-08-30"
"The 39 Steps",248907,-5499,62.95,3954,8,83.91,-0.05,"2009-08-23"
"9 to 5",589453,0,74.27,7937,8,61.58,0,"2009-08-23"
"Avenue Q",454132,23829,76.3,5952,8,93.47,4.6,"2009-08-23"
"Billy Elliot: The Musical",1413725,-5948,124.36,11368,8,100,-0.02,"2009-08-23"
"Burn the Floor",426308,-238701,67,6363,8,75.68,-22.67,"2009-08-23"
"Chicago",655111,-49718,82.06,7983,8,92.4,-3.17,"2009-08-23"
"Hair",1038147,-69865,93.75,11073,8,98.03,-2.41,"2009-08-23"
"In the Heights",782522,-34212,88.46,8846,8,81.01,-2.45,"2009-08-23"
"Jersey Boys",1126088,-28449,113.91,9886,8,101.13,-0.14,"2009-08-23"
"The Lion King",1444633,-34980,109.74,13164,8,99.49,-0.53,"2009-08-23"
"The Little Mermaid",1212777,2680,99.07,12242,8,100.74,0.16,"2009-08-23"
"Mamma Mia!",1019887,-65838,90.47,11273,8,94.07,-2.48,"2009-08-23"
"Mary Poppins",952564,-70714,74.55,12778,8,88.88,0.96,"2009-08-23"
"Next to Normal",456273,-12163,81.74,5582,8,90.38,-1.75,"2009-08-23"
"The Phantom of the Opera",969210,-116551,81.48,11895,8,92.07,-7.58,"2009-08-23"
"Rock of Ages",636437,-38378,85.42,7451,8,93.42,-3.16,"2009-08-23"
"Shrek the Musical",857449,-90649,81.55,10515,8,75.84,-7.92,"2009-08-23"
"South Pacific",781930,-33303,103.51,7554,8,90.71,-2.91,"2009-08-23"
"West Side Story",1153444,-106247,95.55,12071,8,88.91,-6.45,"2009-08-23"
"Wicked",1634843,-10645,112.97,14472,8,100,0,"2009-08-23"
"The 39 Steps",254406,-24281,64.31,3956,8,83.96,-6.68,"2009-08-16"
"Avenue Q",430303,7790,76.04,5659,8,88.87,2.5,"2009-08-16"
"Billy Elliot: The Musical",1419673,-29742,124.86,11370,8,100.02,0.04,"2009-08-16"
"Burn the Floor",665009,124829,80.42,8269,8,98.35,1.49,"2009-08-16"
"Chicago",704829,-17298,85.36,8257,8,95.57,-0.95,"2009-08-16"
"Hair",1108012,-4232,97.66,11346,8,100.44,0.2,"2009-08-16"
"In the Heights",816734,-86528,89.61,9114,8,83.46,-7.63,"2009-08-16"
"Jersey Boys",1154537,-7899,116.62,9900,8,101.27,0.01,"2009-08-16"
"The Lion King",1479613,-13889,111.8,13234,8,100.02,0,"2009-08-16"
"The Little Mermaid",1210097,23943,99.01,12222,8,100.58,0.56,"2009-08-16"
"Mamma Mia!",1085725,-14916,93.84,11570,8,96.55,-2.88,"2009-08-16"
"Mary Poppins",1023278,-45775,80.96,12639,8,87.92,-8.05,"2009-08-16"
"Mary Stuart",414237,5488,64.46,6426,8,69.85,-4.82,"2009-08-16"
"Next to Normal",468436,-11930,82.33,5690,8,92.13,-2.96,"2009-08-16"
"The Phantom of the Opera",1085761,13598,84.33,12875,8,99.65,0.73,"2009-08-16"
"Rock of Ages",674815,-30984,87.6,7703,8,96.58,-2.47,"2009-08-16"
"Shrek the Musical",948098,-114606,81.65,11612,8,83.76,-9.62,"2009-08-16"
"South Pacific",815233,-25722,104.56,7797,8,93.62,-4.72,"2009-08-16"
"West Side Story",1259691,-55619,97.3,12946,8,95.36,-3.16,"2009-08-16"
"Wicked",1645488,-3971,113.7,14472,8,100,0,"2009-08-16"
"The 39 Steps",278687,30552,65.25,4271,8,90.64,6.11,"2009-08-09"
"9 to 5",712415,47313,75.8,9399,8,72.93,5.41,"2009-08-09"
"Avenue Q",422513,12254,76.82,5500,8,86.37,2.61,"2009-08-09"
"Billy Elliot: The Musical",1449415,29166,127.52,11366,8,99.98,0.02,"2009-08-09"
"Burn the Floor",540180,280394,66.33,8144,8,96.86,4.35,"2009-08-09"
"Chicago",722127,32499,86.6,8339,8,96.52,2.1,"2009-08-09"
"Hair",1112244,10096,98.23,11323,8,100.24,0.11,"2009-08-09"
"In the Heights",903262,16306,90.81,9947,8,91.09,-0.06,"2009-08-09"
"Jersey Boys",1162436,12092,117.43,9899,8,101.26,0,"2009-08-09"
"The Lion King",1493502,26272,112.85,13234,8,100.02,0.49,"2009-08-09"
"The Little Mermaid",1186154,46992,97.59,12154,8,100.02,1.02,"2009-08-09"
"Mamma Mia!",1100641,20725,92.37,11916,8,99.43,0.56,"2009-08-09"
"Mary Poppins",1069053,51701,77.49,13796,8,95.97,1.01,"2009-08-09"
"Mary Stuart",408749,65603,59.5,6870,8,74.67,11.46,"2009-08-09"
"Next to Normal",480366,24033,81.79,5873,8,95.09,2.21,"2009-08-09"
"The Phantom of the Opera",1072163,70104,83.89,12781,8,98.92,1.44,"2009-08-09"
"Rock of Ages",705799,15214,89.34,7900,8,99.05,-0.35,"2009-08-09"
"Shrek the Musical",1062704,54163,82.09,12946,8,93.38,4.75,"2009-08-09"
"South Pacific",840955,37599,102.68,8190,8,98.34,3.78,"2009-08-09"
"West Side Story",1315310,16764,98.34,13375,8,98.52,0.41,"2009-08-09"
"Wicked",1649459,22220,113.98,14472,8,100,0,"2009-08-09"
"The 39 Steps",248135,5192,62.3,3983,8,84.53,-2.08,"2009-08-02"
"9 to 5",665102,-29548,76.43,8702,8,67.52,-2.21,"2009-08-02"
"Avenue Q",410259,48481,76.91,5334,8,83.76,6.22,"2009-08-02"
"Billy Elliot: The Musical",1420249,541,124.98,11364,8,99.96,-0.04,"2009-08-02"
"Burn the Floor",259786,160330,38.39,6767,1,92.51,-2.41,"2009-08-02"
"Chicago",689628,-19002,84.53,8158,8,94.42,-2.43,"2009-08-02"
"Hair",1102148,11230,97.44,11311,8,100.13,-0.36,"2009-08-02"
"In the Heights",886956,18685,89.11,9954,8,91.15,-0.12,"2009-08-02"
"Jersey Boys",1150344,-5073,116.21,9899,8,101.26,0.01,"2009-08-02"
"The Lion King",1467230,-6451,111.41,13170,8,99.53,-0.52,"2009-08-02"
"The Little Mermaid",1139162,49129,94.69,12030,8,99,-0.05,"2009-08-02"
"Mamma Mia!",1079916,3886,91.14,11849,8,98.87,1.74,"2009-08-02"
"Mary Poppins",1017352,35075,74.52,13652,8,94.96,2.06,"2009-08-02"
"Mary Stuart",343146,13404,59.01,5815,8,63.21,0.36,"2009-08-02"
"Next to Normal",456333,3048,79.56,5736,8,92.88,-0.97,"2009-08-02"
"The Phantom of the Opera",1002059,-12396,79.57,12594,8,97.48,-1.21,"2009-08-02"
"Rock of Ages",690585,8367,87.11,7928,8,99.4,0.74,"2009-08-02"
"Shrek the Musical",1008541,-7768,82.08,12287,8,88.63,-1.34,"2009-08-02"
"South Pacific",803356,-3324,102.01,7875,8,94.56,-0.88,"2009-08-02"
"West Side Story",1298546,-35305,97.5,13319,8,98.11,-0.84,"2009-08-02"
"Wicked",1627239,-5617,112.44,14472,8,100,0,"2009-08-02"
"The 39 Steps",242943,47596,59.53,4081,8,86.61,16.13,"2009-07-26"
"9 to 5",694650,32289,77.29,8987,8,69.73,2.82,"2009-07-26"
"Avenue Q",361778,21454,73.26,4938,8,77.54,3.33,"2009-07-26"
"Billy Elliot: The Musical",1419708,-23857,124.89,11368,8,100,-0.02,"2009-07-26"
"Burn the Floor",99456,0,49.33,2016,0,94.92,0,"2009-07-26"
"Chicago",708630,59186,84.68,8368,8,96.85,2.47,"2009-07-26"
"God of Carnage",1000098,10853,113.4,8819,8,102.26,0.05,"2009-07-26"
"Hair",1090918,-16263,96.11,11351,8,100.49,-0.09,"2009-07-26"
"In the Heights",868271,14231,87.11,9967,8,91.27,2.74,"2009-07-26"
"Jersey Boys",1155417,7485,116.73,9898,8,101.25,0.01,"2009-07-26"
"The Lion King",1473681,17839,111.32,13238,8,100.05,0.07,"2009-07-26"
"The Little Mermaid",1090033,93283,90.56,12037,8,99.05,2.03,"2009-07-26"
"Mamma Mia!",1076030,58327,92.44,11640,8,97.13,2.48,"2009-07-26"
"Mary Poppins",982277,100774,73.55,13355,8,92.9,9.39,"2009-07-26"
"Mary Stuart",329742,39842,57.03,5782,8,62.85,9.97,"2009-07-26"
"Next to Normal",453285,7773,78.21,5796,8,93.85,2.76,"2009-07-26"
"The Norman Conquests",396164,43787,64.36,6155,8,98.64,5.34,"2009-07-26"
"The Phantom of the Opera",1014455,35892,79.56,12751,8,98.69,2.55,"2009-07-26"
"Rock of Ages",682218,31170,86.7,7869,8,98.66,1.46,"2009-07-26"
"Shrek the Musical",1016309,44766,81.47,12474,8,89.97,2.02,"2009-07-26"
"South Pacific",806680,4497,101.49,7948,8,95.44,1.77,"2009-07-26"
"West Side Story",1333851,19408,99.3,13433,8,98.95,2.27,"2009-07-26"
"Wicked",1632856,-1529,112.83,14472,8,100,0,"2009-07-26"
"The 39 Steps",195347,4918,58.82,3321,8,70.48,-0.32,"2009-07-19"
"9 to 5",662361,-31909,76.8,8624,8,66.91,-7.09,"2009-07-19"
"Avenue Q",340324,3338,72.01,4726,8,74.21,-1.84,"2009-07-19"
"Billy Elliot: The Musical",1443565,7837,126.96,11370,8,100.02,0.03,"2009-07-19"
"Blithe Spirit",735939,130655,77.43,9505,8,80.33,11.64,"2009-07-19"
"Chicago",649444,32065,79.65,8154,8,94.38,1.82,"2009-07-19"
"God of Carnage",989245,18084,112.22,8815,8,102.21,-0.04,"2009-07-19"
"Hair",1107181,29603,97.45,11362,8,100.58,-0.27,"2009-07-19"
"In the Heights",854040,43369,88.35,9667,8,88.53,-3.46,"2009-07-19"
"Jersey Boys",1147932,-3094,115.99,9897,8,101.24,0.04,"2009-07-19"
"The Lion King",1455842,27596,110.04,13230,8,99.98,1.1,"2009-07-19"
"The Little Mermaid",996750,65315,84.54,11790,8,97.02,3.5,"2009-07-19"
"Mamma Mia!",1017703,23382,89.72,11343,8,94.65,-0.73,"2009-07-19"
"Mary Poppins",881503,30411,73.42,12006,8,83.51,1.98,"2009-07-19"
"Mary Stuart",289900,-12748,59.59,4865,8,52.88,-6.46,"2009-07-19"
"Next to Normal",445512,13808,79.19,5626,8,91.09,-0.39,"2009-07-19"
"The Norman Conquests",352377,33264,60.53,5822,8,93.3,4.65,"2009-07-19"
"The Phantom of the Opera",978563,66061,78.78,12421,8,96.14,3.9,"2009-07-19"
"Rock of Ages",651048,15415,83.97,7753,8,97.2,1.29,"2009-07-19"
"Shrek the Musical",971543,24980,79.67,12194,8,87.95,-2.38,"2009-07-19"
"South Pacific",802183,-15533,102.83,7801,8,93.67,-1.39,"2009-07-19"
"West Side Story",1314443,-23527,100.15,13125,8,96.68,-2.02,"2009-07-19"
"Wicked",1634385,17736,112.93,14472,8,100,0,"2009-07-19"
"The 39 Steps",190429,-5543,57.08,3336,8,70.8,-7.53,"2009-07-12"
"9 to 5",694270,19134,72.8,9537,8,74,-1.04,"2009-07-12"
"Avenue Q",336986,18346,69.58,4843,8,76.05,-1.78,"2009-07-12"
"Billy Elliot: The Musical",1435728,84702,126.31,11367,8,99.99,-0.02,"2009-07-12"
"Blithe Spirit",605284,56973,74.48,8127,8,68.69,1.12,"2009-07-12"
"Chicago",617379,46364,77.2,7997,8,92.56,11.3,"2009-07-12"
"God of Carnage",971161,37725,110.13,8818,8,102.25,1.6,"2009-07-12"
"Hair",1077578,78107,94.59,11392,8,100.85,3.86,"2009-07-12"
"In the Heights",810671,27982,80.7,10045,8,91.99,-3.42,"2009-07-12"
"Jersey Boys",1151026,49663,116.35,9893,8,101.2,1.78,"2009-07-12"
"The Lion King",1428246,134087,109.16,13084,8,98.88,7.34,"2009-07-12"
"The Little Mermaid",931435,121850,81.96,11364,8,93.52,8.09,"2009-07-12"
"Mamma Mia!",994321,40609,86.99,11430,8,95.38,-4.35,"2009-07-12"
"Mary Poppins",851092,72626,72.61,11721,8,81.53,3.64,"2009-07-12"
"Mary Stuart",302648,15561,55.44,5459,8,59.34,4,"2009-07-12"
"Next to Normal",431704,13060,76.41,5650,8,91.48,-5.25,"2009-07-12"
"The Norman Conquests",319113,-1284,57.68,5532,8,88.65,-1.83,"2009-07-12"
"The Phantom of the Opera",912502,39266,76.57,11918,8,92.24,4.08,"2009-07-12"
"Rock of Ages",635633,66201,83.09,7650,8,95.91,-2.75,"2009-07-12"
"Shrek the Musical",946563,93483,75.58,12524,8,90.33,-1.17,"2009-07-12"
"South Pacific",817716,71746,103.29,7917,8,95.06,4.77,"2009-07-12"
"Waiting for Godot",668089,118945,80.71,8278,8,103.06,-0.72,"2009-07-12"
"West Side Story",1337970,83986,99.85,13400,8,98.7,5.6,"2009-07-12"
"Wicked",1616649,43486,111.71,14472,8,100,0.19,"2009-07-12"
"The 39 Steps",195972,-2563,53.09,3691,8,78.33,-1.64,"2009-07-05"
"9 to 5",675136,-108299,69.81,9671,8,75.04,-2,"2009-07-05"
"Avenue Q",318640,-17072,64.29,4956,8,77.83,-6.44,"2009-07-05"
"Billy Elliot: The Musical",1351026,-73885,118.83,11369,8,100.01,0.01,"2009-07-05"
"Blithe Spirit",548311,-49351,68.58,7995,8,67.57,-0.26,"2009-07-05"
"Chicago",571015,-48793,81.33,7021,8,81.26,-6.75,"2009-07-05"
"God of Carnage",933436,-39531,107.54,8680,8,100.65,-1.38,"2009-07-05"
"Hair",999471,-131987,91.23,10956,8,96.99,-3.8,"2009-07-05"
"In the Heights",782689,-84080,75.12,10419,8,95.41,4.39,"2009-07-05"
"Jersey Boys",1101363,-49832,113.32,9719,8,99.42,-1.81,"2009-07-05"
"The Lion King",1294159,-77277,106.84,12113,8,91.54,-4.11,"2009-07-05"
"The Little Mermaid",809585,-54160,77.98,10382,8,85.43,-5.45,"2009-07-05"
"Mamma Mia!",953712,-34715,79.8,11952,8,99.73,2.85,"2009-07-05"
"Mary Poppins",778466,-66601,69.52,11198,8,77.89,-1.59,"2009-07-05"
"Mary Stuart",287087,-26132,56.39,5091,8,55.34,0.12,"2009-07-05"
"Next to Normal",418644,-61891,70.08,5974,8,96.73,-1.05,"2009-07-05"
"The Norman Conquests",320397,4405,56.75,5646,8,90.48,9.5,"2009-07-05"
"The Phantom of the Opera",873236,-62156,76.67,11390,8,88.16,-6.92,"2009-07-05"
"Rock of Ages",569432,-86530,72.36,7869,8,98.66,-0.16,"2009-07-05"
"Shrek the Musical",853080,-104614,67.25,12686,8,91.5,4.41,"2009-07-05"
"South Pacific",745970,-142170,99.21,7519,8,90.29,-8.83,"2009-07-05"
"Waiting for Godot",549144,-14066,65.88,8336,8,103.78,0.99,"2009-07-05"
"West Side Story",1253984,-128627,99.22,12639,8,93.1,-8.12,"2009-07-05"
"Wicked",1573163,-32957,108.91,14445,8,99.81,-0.19,"2009-07-05"
"The 39 Steps",198535,1628,52.69,3768,8,79.97,4.42,"2009-06-28"
"9 to 5",783435,-16632,78.9,9929,8,77.04,0.26,"2009-06-28"
"Accent on Youth",163039,20648,36.42,4477,8,86.1,9.12,"2009-06-28"
"August: Osage County",414600,132442,58.98,7029,8,89.75,24.73,"2009-06-28"
"Avenue Q",335712,43906,62.56,5366,8,84.27,11.74,"2009-06-28"
"Billy Elliot: The Musical",1424911,-515,125.34,11368,8,100,-0.02,"2009-06-28"
"Blithe Spirit",597662,-6825,74.47,8026,8,67.83,-0.1,"2009-06-28"
"Chicago",619808,17568,81.51,7604,8,88.01,-0.79,"2009-06-28"
"God of Carnage",972967,3676,110.58,8799,8,102.03,-0.25,"2009-06-28"
"Hair",1131458,36711,99.38,11385,8,100.79,0.21,"2009-06-28"
"In the Heights",866769,0,87.21,9939,8,91.02,0,"2009-06-28"
"Irena's Vow",337100,142100,50.91,6622,8,87.41,17.62,"2009-06-28"
"Jersey Boys",1151195,771,116.33,9896,8,101.23,-0.06,"2009-06-28"
"The Lion King",1371436,44995,108.36,12656,8,95.65,-4.4,"2009-06-28"
"The Little Mermaid",863745,13336,78.21,11044,8,90.88,-1.41,"2009-06-28"
"Mamma Mia!",988427,23641,85.14,11610,8,96.88,0.79,"2009-06-28"
"Mary Poppins",845067,-25416,73.96,11426,8,79.48,-7.99,"2009-06-28"
"Mary Stuart",313219,-7059,61.66,5080,8,55.22,1.81,"2009-06-28"
"Next to Normal",480535,29634,79.57,6039,8,97.78,1.68,"2009-06-28"
